Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
22954,340859423,,BOOK KEEPING,,STP,MIX REFERENCE,0,28.8,0,0,,
22955,340869216,,ART HISTORY,,STP,MIX REFERENCE,0,25.7,0,0,,
22956,9789833435845,,Topical Series mind revision Mathematics UPSR YR 1B,,Scholars Pub,Maths Revision YR1,0,1.25,0,0,,
22957,9789833435838,,Topical Series mind revision Mathematics UPSR YR 1A,,Scholars Pub,Maths Revision YR1,0,1.25,0,0,,
22958,9781444103793,,IMPROVE YOUR HANDWRITING,,PS,MIX REFERENCE,0,24.5,0,0,,
22959,9781444105070,,IMPROVE YOUR STUDY SKILLS,,PS,MIX REFERENCE,0,24.5,0,0,,
22960,9789810770471,,I Love Maths P1 Practice Makes Perfect!,,FBP,Maths Revision YR1,0,9.7,0,0,,
22961,415195268,,The Cold War ,,TAF,A LEVEL HISTORY,0,30.9,0,0,,
22962,9789810506629,,Lets Look at Mathematics Topical P1,,Sunrise Pub,Maths Revision YR1,0,3.6,0,0,,
22963,9781444103731,,GET STARTED IN DRAWING,,PS,MIX REFERENCE,0,24.5,0,0,,
22964,7173180,,Flagship Historymakes  Thatcher,,APD,A LEVEL HISTORY,0,17.1,0,0,,
22965,9780007173259,,Flagship HistoryMakers PHILIP 2,,APD,A LEVEL HISTORY,0,20.8,0,0,,
22966,034079996X,,TEACH YOURSELF ENGLISH VOCABULARY,,HODDER&STOUGHTON ,ENGLISH REFERENCE,0,23.95,0,0,,
22967,9780415034685,,ASPECTS OF EUROPEAN HISTORY 1789-1980,,TAF,A LEVEL HISTORY,0,52.9,0,0,,
22968,9789810839802,,Just Maths Problem Solving P1,,Just Edu (SLP),Maths Revision YR1,0,7.25,0,0,,
22969,9780415027845,,ASPECTS OF EUROPEAN HISTORY 1494-1789,,TAF,A LEVEL HISTORY,0,49.9,0,0,,
22970,9780333241646,,A History of South-East Asia ,,PS,A LEVEL HISTORY,0,58.8,0,0,,
22971,9789813210011,,Learning Mathematics For Primary Level 1,,SAP,Maths Revision YR1,0,19.95,0,0,,
22972,9780285640511,,THE FEAR OF MATHS ,,PS,MIX REFERENCE,0,22.4,0,0,,
22973,9780713173284,,Years of Nationalism European History 1815-1890,,APD,A LEVEL HISTORY,0,52.25,0,0,,
